video_id,text,community_label
8atw4y2qi6g,EXPOSED | HIJACKING GRASSROOTS MOVEMENT FOR SELF PROFIT,2
iDoYXheKOHk,Pro-Trump Donor Who Gave $2.5 million Towards Election Fraud Wants His Money Back,0
YigS45IPMLE,Possible Voter Fraud? Why We Need to Count Every LEGAL Vote | Pseudo-Intellectual,2
yzEMd-S_GBo,Dr. Shiva | Election Fraud & Need for SYSTEMS thinking,2
pFs0Jag1Msc,🔴 LIVE: Georgia House of Representatives Hearing on Election Irregularities 12/10/20,2
SrS4yXlRzD4,Audio recordings link voter fraud scheme to Dallas County Elections employee,2
Jl3H-rSaFlU,2.7 Million Votes Potentially Lost; Dominion Voting Strong Ties to CCP and Dems| Beyond The Noise,1
ex-A8zRB9hA,Rudy Giuliani Sounds Off On Voter Fraud — The Charlie Kirk Show 12.04.20,2
nVP_60Hm4P8,Video from GA shows suitcases filled with ballots pulled from under a table AFTER poll workers left,2
dxFkhsr_iOU,USA: Hundreds of Trump supporters call election fraud before Lansing protests turn violent,2
SeSX-O6bxFE,¡SE ACABÓ! FlLTRAN PRUEBAS DEL FRAUDE ELECTORAL DE BIDEN A DONALD TRUMP ¡SI LO CENSURAR0N LOS MEDIOS,4
03wJ2oVB8Dg,Mich Voter Fraud Witness Shane Trejo Describes 3:30a.m. Illegal Ballots Arriving in Detroit,2
cGGlnHe3Rgc,"Crowd gasps after learning a spike of votes in PA had 600k votes for Biden and only 3,200 for Trump",2
r6P-wwU8IdE,CNN reports Smartmatic VOTE FRAUD,2
5Uf0KbO6Jl0,'Frankly embarrassing': Tapper breaks down Trump's lawsuits alleging voter fraud,0
IShVcvoiV-o,"LIVE: Rudy Giuliani Testifies with Allegations of Election Fraud in Lansing, MI.",2
0_eVooWsOqY,"JOE BIDEN CHEATED - 2020 ELECTION FRAUD PARODY -""MORE THAN A FEELING"" BY BOSTON",2
gDb7uQ76oJU,EXCLUSIVE: New Michigan Voter Data I Stumbled Across! | Good Morning #MugClub,2
Wi3udprg1Bo,BALLOT FRAUD PROOF!,2
g3TZPNh34C4,Charlie Kirk Covers Potential Voter Fraud With A View From Inside The Trump Administration.,2
kBPpPM_SeE0,Dr.SHIVA LIVE: Learn How to Host an #ElectionFraud Party in Your Home.,2
dt6yF0Ra3tw,Mich Voter Fraud Witness Shane Trejo Describes 3:30am Illegal Ballots Arriving in Detroit,2
HiThSkL3QbU,11.29.20: TRUTH is SPREADING! Biggest Election FRAUD in HISTORY!,2
fS6xOuhsiJw,Michigan USPS Whistleblower Details Directive From Superiors To Back-Date Late Mail-In-Ballots Nov 3,2
-lRfVS_aNX8,"Video Evidence Of GA Ballot Stuffing Drops, Observers Sign SWORN Affidavits, This Is MASSIVE",2
H1JrKZ-7t1M,Michigan Voter Fraud Witness saw likely fake ballots from Canada,2
IHSCLx6FWFY,LAWSUIT TIME: President Trump Sues Wisconsin Over Election Fraud Claims | NewsNOW From FOX,2
bmC3HBDkrgk,Election Fraud Fact Checked: Is Biden Actually Trying to Steal the Election - TLDR News,0
u1lQkAoU1qw,Broward County Supervisor of Elections reveals Republican turnout is up,2
dB0h_50OfzA,"Trump confidant: the president has all the proof needed to show massive fraud, vote switching",2
eyOZmdSUMB8,Sebastian Gorka LIVE: Rudy Giuliani: Massive voter fraud in PA,2
mXBV3NTB7bg,Former Trump strategist using data to investigate voter fraud,2
pCeFb8CiuPk,"New Voter Fraud Allegations, Lockdown 2, Trudeau & The Great Reset | DIRECT MESSAGE | Rubin Report",2
xEpy89d5aW4,Video prompts question of voter fraud in Georgia,2
QNN9I0xxZRE,Exposed! New Proof On Why I Am CERTAIN Trump Will Win | Janet Porter,2
J9ZUdU6cw80,How Democrats Think Election Fraud Ended,2
u60PcHZT76k,DONALD TRUMP CAN STILL WIN? 12TH AMENDMENT!,2
QJ2fTf-wVxQ,Live: Giuliani at Pennsylvania election hearing,2
TQ0imduTI1Y,"'March for Trump', 'Million MAGA March', 'Jericho March' and more in Washington, DC (Dec. 12) | NTD",2
g6swRH38oKs,Sunday Morning Futures with Maria Bartiromo Sydney Powell ELECTION FRAUD,2
Bep1PA-FcJU,"Russ Ramsland, of Allied Security Operations Group, joins me to talk Election Fraud | 10.28.20",2
61jlSohExxk,Election Fraud Update with Matt Braynard,2
7bo0lB1e_RI,"Election witness responds after senator asks why others haven't come forward, draws applause | NTD",2
ac51ZJRJRYU,Deep State Bill Barr is Gone! Election Situation is Causing States To Go With Donald Trump,2
rWdqTR2YkAU,"Voter fraud, suppression and partisanship: A look at the 1876 election",0
5WWz_JVLDpk,Million MAGA; Election Coup; Election Fraud Evidence; Covid Plot 11.16.20,2
uFiy_sLtZbI,Bunker Ep. 117: Eric Reviews The Blockbuster Election-fraud Evidence Uncovered By Sidney Powell.,2
mCGsY0bNxLg,Amistad Project USPS Whistleblower Voter Fraud Press Conference,2
pwoHeC4FCHU,Lindsey Graham Pressured Georgia's Secretary of State to THROW OUT LEGALLY CAST VOTES!,0
X1jEGGxEf30,"Sebastian Gorka With News The Media Refuses To Air, Voter-fraud & The Evils Of Socialism & Communism",2
-dyjfuga6j4,Voters Across America Rally Against Election Fraud | Epoch News | China Insider,2
GLRQmMo5vuo,"Robert De Niro Says Rudy Giuliani Alleging Election Fraud is Out of ""Desperation"" | The View",0
Dc-HQyBm8GU,"""TRUMP WILL WIN"" President Trump Legal Team Hearing On Pennsylvania Ballots | NewsNOW From FOX",2
p9Jdxti4Msc,Free and Fair Elections Stream,2
w7vKBiPeyz4,ELECTION FRAUD UPDATE: Office of the Inspector General for the USPS has contacted Project Veritas,2
iTyQgeetGQs,Krystal and Saagar: Here’s EVERYTHING We Know About Trump Election Fraud Allegations,0
osCBjTKxKWs,EXPOSED: Dead Americans' identities were used to vote in the election,2
EGakGM7r03M,Election fraud destroying Kraken have been released. Expect massive repercussions for the cheaters.,2
GXmVUY7sP9w,An Urgent Message from President Trump - The Media Won't Air,2
NidJes_mEUk,"Special Operations Forces sieze election fraud servers in Frankfurt, Germany. Arrests soon.",2
j2aFFJmeDk4,Biden Zombies celebrate voter fraud!,2
7NutnMGYtBk,Newsmax TV - Stinchfield - Cyber Security Experts: Malware Infecting Ballot Counting Software -11-12,2
xQnT1EUo5Rk,Giuliani Admits He's Lying About Voter Fraud,0
ItD3WqkOCHE,How Trump's unverified voter fraud claims are impacting Georgia's Senate runoff,0
Oe0iMw_W96I,Two charged in Los Angeles for submitting thousands of fraudulent voter registration applications,2
cMz_sTgoydQ,Trump & Election Results: Last Week Tonight with John Oliver (HBO),0
jpeg-ABB-58,Donald Trump tells supporters to vote twice - by mail and in person,0
CKb5DMNPJ0I,Giuliani Pushes Unproven Claims Of Voter Fraud On Thursday‌ | Morning Joe | MSNBC,0
o4AMZPdivVY,Trump Set A TRAP to EXPOSE The Deep State With Election?!,2
IldDVPjN4tM,"Lt. Gen. Tom McInerney exposes ‘Scorecard,’ the Democrats’ voter fraud superweapon",2
Mf5yyfyetwI,Joe Biden Operative BUSTED for Ballot Harvesting in Texas 😯😯😯,2
qOacFbid2Z4,US Fraud | BANNED I'm in Twitter Jail - Exposing the Biggest US Election Irregularities in History,2
mKrr5rQx2Wk,"Ted Cruz SHOUTS at Dorsey about voter fraud, 2020 election",2
gnRTf_fupSg,RUBY FREEMAN - Election Fraud Compilation - Georgia #StopTheSteal #MAGA Trump ¯\_(ツ)_/¯,2
iPDjlGelTU8,‘More evidence of fraud in 2020 election than any year in American history' —Attorney Robert Barnes,2
9LHIAGXuVG4,"BREAKING: 'Make no mistake,' election fraud occurred in Virginia",2
QsMoAVabAI0,CHARLIE KIRK ELECTION WAR ROOM: BOMBSHELL VOTER FRAUD CLAIMS EXPLAINED,2
zGiN_JWv7WI,EXCLUSIVE: GOP Michigan Canvasser Speaks OUT After Feeling Threatened,2
PTdK4c0N6ks,Data Analysts: Stolen votes confirmed by voters themselves,2
My6KBYuRZEQ,Democracy is ‘under siege’ as Biden is ‘unseemly rushed’ to claim victory: Alan Jones,2
J6pcBYFtoqA,Conservatives group takes to the streets to investigate voter fraud,2
oGoXq2OsUYs,Something Doesn't Smell Right,2
oQ9YGSMY2xg,VIDEO EVIDENCE: Secret Cases FULL of Ballots In Georgia!? | Louder With Crowder,2
W2mc5zJlb-U,CEO of SmartMatic Told Pacific Council Exactly Where Voter Fraud Can and Does Occur,2
1VozXpJ5p-g,Michigan Voter Fraud Lawsuit DISMISSED - Here's Why! Viva Frei Vlawg,2
97XMavt7Ve8,"Trump WILL NOT Concede, 'How to Fake Votes' and 'Election Fraud Punishment' SPIKES on Google Trends",2
XBLi8ro7URA,Evidence of Voter Election FRAUD?!,2
UJFGv9r5yQ4,Roger Stone Shares New Insight Into The Current Voter Fraud Conspiracy.,2
W5wyJu63MJI,Nahshon Garrett’s Story Is Proof Of Voter Fraud,2
p1jP_E78GAk,"""FBI Is Nowhere to be Found!"" Rudy Giuliani Reveals UNDENIABLE VOTER FRAUD on Sunday Morning Futures",2
DFEJj-HnUDg,Somebody ripping up your mail-in ballot,0
t5V1BJL4Qwo,"Bill Barr Opens DOJ Probe of Election Fraud, 3342",2
zQDtfNF4Y7g,Trump's Potentially Criminal Election Interference Tests Bounds Of Prosecution | Rachel Maddow,0
DibFGey3rwk,"POLL BIAS & ELECTION FRAUD; TUCKER CARLSON, Voter Fraud, TRUMP BIDEN 2020",2
oB6D8oMjT6U,"POLL BIAS & ELECTION FRAUD 2; TUCKER CARLSON, Voter Fraud, TRUMP BIDEN 2020",1
yLcG5hnI-rw,Corey Lewandowski on what the Trump campaign believes is a concrete example of voter fraud in PA,2
9efeHoND3H4,Lindsey Graham Allegedly Committed Felony Election Fraud,0
X1-tfyy0fV4,Dangerous Trump Extremists Make Baseless Claims of Voter Fraud |  America Uncovered vs Proud Boys,2
c8EA_s08gbc,THE VOTER FRAUD EXPLAINED | Don Caron,0
nKfPAlZAs8Y,Claims of Evidence from Trump's Legal Team Mounts,2
YgdXG2NjJHE,"Gohmert Discusses Voter Fraud, Big Tech Censorship & Texas",2
MK6hR24Iq3o,Trump's landslide victory to be confirmed; Heavy major allegations from Trump's legal team,2
bXYHwCI2DBM,Did Joe Biden Just Admit to Organizing Voter Fraud? | Pat Gray Unleashed,2
vxIbuqkDh-4,Election fraud & Corruption is blowing up political class. 100 Trillion going to be seized/retuned.,2
29OKq2_6gNo,Sebastian Gorka LIVE: Latest evidence of systemic voter fraud.,2
dh1X4s9HuLo,#MalkinLive: Election update,2
NYnf1r8mXXs,The US Military Has Raided And Seized Servers In Germany Tied To The Dominion Election System,2
BlTZCsJ-9nE,SUSPICIOUS HAND OFF! WHAT IS GOING ON GEORGIA? MORE EVIDENCE OF VOTER FRAUD?,2
XE1N08Z9T5A,"Obama says Trump's baseless election fraud claims put democracy on a ""dangerous path""",0
1r9Yp8QWmbA,John Zmirak With A Deep-dive Into The Biggest Voter-fraud Scam Of The Last 244 Years.,2
2dIN0NvSyyw,"The voter fraud bomb has exploded, now we know what happened.",0
zvq954ubpbI,Those involved in election fraud may die for treason or at least go to jail for life.,2
v9RPLwm6W6c,How DC is Building its Case Against the Trump Organization | The Mehdi Hasan Show,0
X0-vyw9qbdw,🔴 LIVE: Michigan State Senate Committee on Oversight Holds Hearing on Election Issues 12/1/20,2
T9C-cxDcr2E,Fox News' Surprising Take on Trump's Voter Fraud Conspiracy Theories,0
Rm422XIM_K0,Lindsey Graham CAUGHT In Election Fraud Plot,0
EWGos86NW-w,The media took election fraud seriously in 2016 -- but what about 2020?,1
cy-1kML_cVU,REALIST NEWS - Did Military Intelligence infiltrate Dem voter fraud operations?,2
i_aiNKPC89w,LIVE: The Amistad Project Press Conference on Voter Fraud (2 PM),2
luGL1Arc-kA,Voter Fraud for Joe Biden CLAIMS Democrat Election Worker in Philadelphia 😡😡😡,2
h-zMoiQhbcI,Detroit Leaks: This Video Proves  #VOTERFRAUD in Michigan,2
VwTK_E9LzpA,Is the News Media Ignoring Dead Voter Fraud? + 2020 Election Updates | DIRECT MESSAGE | Rubin Report,2
x0LUs0BQ7g4,"Election Fraud SWEEPS The Nation ""ALLEGEDLY""",2
ogPrzQYZBbM,Joe Biden Caught Lying about NOT Declaring Victory Until Certified (Chris Wallace Debate Question),2
oXf87YFEYsI,22 Explosive Election Fraud Allegations Revealed | Declassified | Gina Shakespeare,2
GCuTPBEknI8,MSM Hopes You'll Just Accept the Election Despite Outstanding Evidence of Fraud,2
1c1wS9zY1sA,"Voter Fraud ACTUALLY Happens, A Pro Athlete Was VOTED FOR In Arizona And CONFIRMED It",2
BFx75m8Mz0Q,Filling out BALLOTS in Pennsylvania for BIDEN and the DEMS. VOTER FRAUD at its PEAK!!,0
dC6PxLJ3dDU,Barr interview gets tense when pressed on mail-in voting,2
w6OMCAY9Xko,Gohmert Talks to Charlie Kirk about Voter Fraud Issues,2
KmihqVmKGT4,Professor demonstrates how to hack a voting machine,0
NWVkU3jJXCU,The TRUTH About Voter Fraud in America,2
vX43OzJjoe4,Mitch McConnell Silences Critics & DOJ Now Investigating Voter Fraud | DIRECT MESSAGE | Rubin Report,2
WDcNfoCg6Qk,The More You Joe: Voter Fraud,2
aokNwKx7gM8,Do these scatter plots reveal fraudulent vote-switching in Michigan?,0
tCQbFZv8zTY,These Ladies SCORCH The “Hot Mess” Rampant Voter Fraud In Michigan,2
_9wFrS1F1hg,Shields and Brooks on the damage done by Trump’s claims of election fraud,0
ZGG3FHEUMnU,Why Media Won't Investigate Korea Election Fraud Claims,2
Lbfdjjd4uKo,LIARS! TUCKER CARLSON CALLS OUT MAIN STREAM MEDIA DENYING VOTER FRAUD,2
46qpyvD-IPk,"18 'stolen' ballots found and returned by Glendale Police, Attorney General's Office",2
95WWSQFBVCo,Mark Levin & Sidney Powell talk election fraud - 11/16/20 (Audio),2
brG1jld2Ml4,"Here we go! Sidney Powell takes on Dominion Voting Systems, Voter Fraud in Georgia | Ep. 294",2
6WWCe_fAyZs,"Sidney Powell Press Release, Trump Speech on Election Fraud, Ted Cruz Supreme Court Letter",2
2rQnstm6lvw,Analyst finds thousands of illegal Ga  Ballots – files suit,2
pqZ7DPjCZjU,Nancy Pelosi's Chief of Staff Is Chief Executive and Feinstein's Husband a Shareholder at Dominion,2
VW3I7eFQbbo,"Data scientist testified that he observed a ""forensically destructive"" process on election night",2
wMQ9a2mlsRw,BREAKING! PA Judge Rules Election UNCONSTITUTIONAL! Effectively Gives State to TRUMP!!!,2
pTcZuKcrwIA,Not A Single State Can Produce Any Evidence Of Voter Fraud,0
pkqFTUEvMoU,LIVE: Wisconsin State Legislature Election Hearing (Dec. 11) | NTD,2
mrS__1qrCOg,Election 2020 = FRAUD,2
9P30jlZdsRo,LIVE: President Donald Trump speaks on Election Fraud | Washington DC | USA,2
IWE6wj91SRE,Trump's Voter Fraud Meltdown,0
ohe2dQbNJwM,"Live: Giuliani attends election hearing in Gettysburg, Pennsylvania",2
jdvX_ysLHa0,"Election Voting Machine Secrets Revealed: Dominion Ties to Scytl, Smartmatic | Beyond the Noise",0
7nPGpEIWzfI,Testimony of Annette Davis Jackson during Georgia Senate Voter Fraud Hearing!,2
n2YOZeDD7rU,Prayers for President Trump #StopTheSteal #WalkAway,2
vz487c8Dfhk,Trump votes crushed cheating system; Shocking Frankfurt server raw data to be leaked | Eye Opener,2
mSVVLV9nstA,Ep 95 - Live w/ Mellissa Carone - All Claims About Election Fraud Have NOT Been Disputed,2
FEMjf83FGOA,"Hillary tells Trump “DON’T CONCEDE”, MSM caught Lying! Nancy Pelosi out as Speaker?",2
3_kkQKNOfbY,"WATCH: Rudy Giuliani speaks on election lawsuits, voter fraud claims | FULL EVENT",2
EPH_DAKGeQQ,Donald.JTrump #CaliforniaPatriot #MillionMagaMarch 2020 #StopTheSteal 🇺🇸🇺🇸🇺🇸🇺🇸👇👇👇,2
gxVIGfBRc_Y,Voter Fraud Song (A Million Fake Votes) ft. Ryan Whyte Maloney | Post Malone Parody (Audio),1
cs4gW8SuFXo,Investigation underway over alleged voter fraud in DuPage County,2
EUOXenXUgHc,Leigh Dundas - Executive order for election interference (Passed Sep 12 2018) 4D chess?,2
nmkLr5eS4zU,Joy Reid Says GOP Efforts To Subvert The Election Is ‘Not About Fraud’ | The ReidOut | MSNBC,0
51OYPRGhv2A,"Project Veritas Offers $25K Reward for Tips Related to Election, Voter & Ballot Fraud in PA",2
cMlTolRrHWo,Coffee County GA Election Officials Demonstrate Voting Machines,2
v-wBJsqMVuI,WATCH: OAN's Chanel Rion on massive Georgia voting fraud!,2
y9kRlWVmWdg,BREAKING: Data group exposes wide spread Mail-In Ballot Fraud,2
6zb-uzUaCmY,"""MASSIVE FRAUD"" Rudy Giuliani Says Major LAWSUITS Will Be Happening",2
oF12gZ_mkHQ,Mich Voter Fraud Witness Melissa Carone tells the Inside Story of Dominion Machines in Detroit,2
-7YH6vTwosg,EXPLOSIVE NEW Details On Election FRAUD! Top Lawyer Sidney Powell Full Interviewer On Lou Dobbs,2
VuD-zlhwD0M,Georgia State House Election Hearing (Dec. 10) | NTD,2
nEsMOKNqzk8,2020 Election: Evidence of Voter Fraud | SET IT STRAIGHT,2
5k-lTPFLcR0,Giuliani - Foreign Software That's Been Used To Steal Elections In Other Countries,2
TdPyOxSgt3A,America Votes 2020: Voter Fraud Organization,2
J16Iz_RJ4-A,Gohmert: Election Fraud Must Be Cleaned up to Save the Republic,2
VKvUcWemQDA,Will Trump Prove Election Fraud & A Global Conspiracy Or Will Dominion Sue For Defamation?,2
v-cmb7Aos0o,Pattern of Election Fraud in Disputed States?; Thanksgiving During COVID,2
DKXMypeXnAU,"Sidney Powell: ""We've Identified 450,000 Ballots that Miraculously ONLY have a Vote for Joe Biden""",2
vAbunjz_dWU,Forensic Exam: SERIOUS Problems With Dominion; Major Software Hack For SolarWinds | Facts Matter,2
lpVpJnipolk,BREAKING: USPS Workers Sentenced to Prison For Throwing Away Mail-In Ballots!,2
-s9PkuiIw2Q,Democracy for Sale: Electronic Voting Machines malfunction,2
uweOqKr0B_Y,"200,000 fake ballots delivered; Election fraud: a systematic project? |Deep Dive",1
XcEm0SMlG0w,Texas AG Ken Paxton On What You Can Do to #stopthesteal | Louder With Crowder,2
Pes4mndfO_g,"LIVE: STOP THE STEAL Rally in Harrisburg, PA with Scott Presler #StopTheSteal",2
1atu0js2t7Q,Back when CNN did real reporting: Voter Fraud.,2
f0BI7W8CYPc,"A few weeks ago Joe Biden said he had the best voter fraud team in the world, we caught them",2
ySdrt9PDsHU,ELECTION FRAUD. Woman filling out FAKE Ballots...,2
KNhGbSK3gd8,"Election Audit Uncovers More Evidence Of Voter Fraud, CNN Says Trump's Claims Are Fake News",2
yHMQlWnaYRs,MAIL IN VOTER FRAUD (NPR says Trump is RIGHT),2
Q1QEbDUpg1U,GA Recount Auditors Call Multiple Ballots For Joe Biden That Were Actually Marked For Donald Trump,2
WZWRhLW7Y8w,What if a US presidential candidate refuses to concede after an election? | Van Jones,0
RtPbe50VvZI,5 ways Biden allegedly crushed vote norms; Dominion servers compromised by China and Iran: affidavit,2
b8Mw0X2tSUg,"Mich Voter Fraud Witness Chris Schornak Saw Fraudulent Ballots, Coordinated, Systemic Fraud",2
OE0fZftT6aQ,Election fraud scandal brings new election in North Carolina,2
nCleCwP36qw,Halloween night at cemetery connected to voter fraud.,1
1oWZ_x3HM2A,Rudy Giuliani Brings Witness Forward to Expose Shocking Claims of Voter Fraud,2
e_yEI31mX5E,What is the deal with 2020 election fraud? Richard Baris explains.,2
beZw-E6J988,"There were a lot of dead people who ""voted"" in this election, a total fraud!",2
icUaWOFi3CY,Joe Biden Tells Voters “I Don’t Need You To Get Me Elected”,2
rT_XTRtA45Y,Trump continues to claim election fraud despite lack of evidence,0
fveONZpDbiw,Vernon Jones says Georgia’s election fraud centers on mail-in ballots,2
M6aD5UJ2XT0,Sebastian Gorka LIVE: Why is Fox News covering up GA voter fraud?,2
PeiiOl9Q39I,Widespread Mail-In Ballot Fraud Exposed In Swing States,2
1ald3w9FBmA,Benford's Law Applied to Pennsylvania Vote Count | Election 2020,2
1RulvON_s_M,Deep State & Joe Biden’s Most Extensive Voter Fraud Operation,2
foH6RVIjXAs,Video Evidence Shows Georgia Poll Workers Pulling Out Suitcases of Ballots,2
MaEL0JJaHkk,Pallets Full Of Ballots 🇺🇸,2
cAeg0iJaHXk,FRAUD CLAIMS: Trump Lawyer Rudy Giuliani on Good Day New York,2
L7sPNXFSwfs,Rod Blagojevich: Democrats have been stealing votes for years,2
NOPkUBDIyNw,Jenna Ellis: President Trump is right that there was widespread fraud in this election,2
ZPrV_QPTtrk,LIVE: Trump lawyer Giuliani appears in front of Michigan House Oversight Committee (Dec. 2) | NTD,2
iU0BelGwxAM,"Remarks: Donald Trump Addresses a Pennsylvania Senate Hearing on the Election - November 25, 2020",2
d5Mfi-x-kwQ,BELARUS 2020 PRESIDENTIAL ELECTION CHUCK NORRIS STATEMENT,2
vVManxt93SM,Lou Dobbs Loses It After Bill Barr Says There’s No Voter Fraud,0
s4B9aoGClR0,President Trump pushes baseless voter fraud claims as more of his campaign lawsuits fail,0
PORVt6BNU4o,AG Barr Breaks With Trump On Voter Fraud Allegations | Morning Joe | MSNBC,0
W96hnri8-fs,"Krystal and Saagar: Giuliani, Sidney Powell 'Election Fraud' Press Conference GOES OFF THE RAILS",0
RJ9rqlUGZWE,Evidence of voting fraud continues to grows,2
hxRdR-Q6iIc,"Election Tide Turns: But If Media Calls it for Biden, Fight Against Fraud Continues in Court",2
8WSDObSrKTc,Retired Air Force General blows whistle on CIA vote hacking | Pearson Sharp Reports,2
etx0k1nLn78,Why do Biden's votes not follow Benford's Law?,0
s3VTCrSeIFY,"Woman inside polling area has been filling out BLANK BALLOTS for over an hour, and stamping them",2
